I, [2024-10-08T00:10:59.796593 #54012]  INFO -- : Processed file: Products saved to data.json
I, [2024-11-04T23:48:10.629562 #54716]  INFO -- : Saved item to YAML file: yml_items/sleek_granite_hat.yml
I, [2024-11-04T23:48:10.630455 #54716]  INFO -- : Saved item to YAML file: yml_items/practical_linen_plate.yml
I, [2024-11-04T23:48:10.654104 #54716]  INFO -- : Saved item to YAML file: yml_items/durable_iron_bottle.yml
I, [2024-11-04T23:48:10.654872 #54716]  INFO -- : Saved item to YAML file: yml_items/fantastic_paper_bag.yml
I, [2024-11-04T23:48:10.655284 #54716]  INFO -- : Saved item to YAML file: yml_items/lightweight_steel_lamp.yml
I, [2024-11-04T23:48:10.655760 #54716]  INFO -- : Initialized Item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-04T23:48:10.655933 #54716]  INFO -- : Added item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-04T23:48:10.658363 #54716]  INFO -- : Removed item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-04T23:48:10.659827 #54716]  INFO -- : Deleted all items from the collection
I, [2024-11-07T23:05:51.759218 #24908]  INFO -- : Products saved to data.json
I, [2024-11-07T23:05:54.914548 #24908]  INFO -- : Initialized Item: Item: Enormous Copper Shoes, Price: 25.39, Cashback: 6%, Link: http://abshire.example/benny, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.914685 #24908]  INFO -- : Generated fake Item: Item: Enormous Copper Shoes, Price: 25.39, Cashback: 6%, Link: http://abshire.example/benny, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915187 #24908]  INFO -- : Initialized Cart with empty items collection
I, [2024-11-07T23:05:54.915498 #24908]  INFO -- : Initialized Item: Item: Lightweight Concrete Clock, Price: 25.19, Cashback: 1%, Link: http://schulist.test/edward, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915551 #24908]  INFO -- : Generated fake Item: Item: Lightweight Concrete Clock, Price: 25.19, Cashback: 1%, Link: http://schulist.test/edward, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915596 #24908]  INFO -- : Added item: Item: Lightweight Concrete Clock, Price: 25.19, Cashback: 1%, Link: http://schulist.test/edward, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915824 #24908]  INFO -- : Initialized Item: Item: Aerodynamic Iron Coat, Price: 80.43, Cashback: 1%, Link: http://kulas.example/emiko.grady, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915870 #24908]  INFO -- : Generated fake Item: Item: Aerodynamic Iron Coat, Price: 80.43, Cashback: 1%, Link: http://kulas.example/emiko.grady, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.915909 #24908]  INFO -- : Added item: Item: Aerodynamic Iron Coat, Price: 80.43, Cashback: 1%, Link: http://kulas.example/emiko.grady, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916177 #24908]  INFO -- : Initialized Item: Item: Awesome Copper Hat, Price: 35.55, Cashback: 4%, Link: http://hauck-lehner.example/barrett.langosh, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916224 #24908]  INFO -- : Generated fake Item: Item: Awesome Copper Hat, Price: 35.55, Cashback: 4%, Link: http://hauck-lehner.example/barrett.langosh, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916263 #24908]  INFO -- : Added item: Item: Awesome Copper Hat, Price: 35.55, Cashback: 4%, Link: http://hauck-lehner.example/barrett.langosh, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916502 #24908]  INFO -- : Initialized Item: Item: Intelligent Copper Table, Price: 56.89, Cashback: 5%, Link: http://balistreri.test/malinda, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916550 #24908]  INFO -- : Generated fake Item: Item: Intelligent Copper Table, Price: 56.89, Cashback: 5%, Link: http://balistreri.test/malinda, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916589 #24908]  INFO -- : Added item: Item: Intelligent Copper Table, Price: 56.89, Cashback: 5%, Link: http://balistreri.test/malinda, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916874 #24908]  INFO -- : Initialized Item: Item: Gorgeous Aluminum Bag, Price: 16.59, Cashback: 8%, Link: http://ullrich-mraz.test/forest, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916922 #24908]  INFO -- : Generated fake Item: Item: Gorgeous Aluminum Bag, Price: 16.59, Cashback: 8%, Link: http://ullrich-mraz.test/forest, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916961 #24908]  INFO -- : Added item: Item: Gorgeous Aluminum Bag, Price: 16.59, Cashback: 8%, Link: http://ullrich-mraz.test/forest, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:05:54.916995 #24908]  INFO -- : Generated 5 test items
I, [2024-11-07T23:05:54.918254 #24908]  INFO -- : Saved items to text file: items.txt
I, [2024-11-07T23:05:54.918592 #24908]  INFO -- : Saved items to JSON file: items.json
I, [2024-11-07T23:05:54.918977 #24908]  INFO -- : Saved items to CSV file: items.csv
I, [2024-11-07T23:05:54.920185 #24908]  INFO -- : Saved item to YAML file: yml_items/lightweight_concrete_clock.yml
I, [2024-11-07T23:05:54.920599 #24908]  INFO -- : Saved item to YAML file: yml_items/aerodynamic_iron_coat.yml
I, [2024-11-07T23:05:54.921222 #24908]  INFO -- : Saved item to YAML file: yml_items/awesome_copper_hat.yml
I, [2024-11-07T23:05:54.921840 #24908]  INFO -- : Saved item to YAML file: yml_items/intelligent_copper_table.yml
I, [2024-11-07T23:05:54.922186 #24908]  INFO -- : Saved item to YAML file: yml_items/gorgeous_aluminum_bag.yml
I, [2024-11-07T23:05:54.922256 #24908]  INFO -- : Initialized Item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:05:54.922313 #24908]  INFO -- : Added item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:05:54.929625 #24908]  INFO -- : Removed item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:05:54.930833 #24908]  INFO -- : Deleted all items from the collection
I, [2024-11-07T23:06:06.802567 #24908]  INFO -- : Products saved to data.json
I, [2024-11-07T23:06:06.804739 #24908]  INFO -- : Initialized Item: Item: Aerodynamic Silk Plate, Price: 53.23, Cashback: 6%, Link: http://grady.test/herma_vandervort, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.804833 #24908]  INFO -- : Generated fake Item: Item: Aerodynamic Silk Plate, Price: 53.23, Cashback: 6%, Link: http://grady.test/herma_vandervort, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.805585 #24908]  INFO -- : Initialized Cart with empty items collection
I, [2024-11-07T23:06:06.806622 #24908]  INFO -- : Initialized Item: Item: Aerodynamic Cotton Lamp, Price: 32.81, Cashback: 6%, Link: http://west.example/denna.terry, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.806691 #24908]  INFO -- : Generated fake Item: Item: Aerodynamic Cotton Lamp, Price: 32.81, Cashback: 6%, Link: http://west.example/denna.terry, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.806739 #24908]  INFO -- : Added item: Item: Aerodynamic Cotton Lamp, Price: 32.81, Cashback: 6%, Link: http://west.example/denna.terry, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.807609 #24908]  INFO -- : Initialized Item: Item: Heavy Duty Granite Clock, Price: 31.3, Cashback: 9%, Link: http://schaden.test/bula_wisozk, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.807671 #24908]  INFO -- : Generated fake Item: Item: Heavy Duty Granite Clock, Price: 31.3, Cashback: 9%, Link: http://schaden.test/bula_wisozk, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.807723 #24908]  INFO -- : Added item: Item: Heavy Duty Granite Clock, Price: 31.3, Cashback: 9%, Link: http://schaden.test/bula_wisozk, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.808397 #24908]  INFO -- : Initialized Item: Item: Ergonomic Silk Car, Price: 55.49, Cashback: 4%, Link: http://beahan.test/heike, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.808460 #24908]  INFO -- : Generated fake Item: Item: Ergonomic Silk Car, Price: 55.49, Cashback: 4%, Link: http://beahan.test/heike, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.808508 #24908]  INFO -- : Added item: Item: Ergonomic Silk Car, Price: 55.49, Cashback: 4%, Link: http://beahan.test/heike, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.809422 #24908]  INFO -- : Initialized Item: Item: Small Bronze Car, Price: 68.88, Cashback: 6%, Link: http://lockman.test/malcom_krajcik, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.809944 #24908]  INFO -- : Generated fake Item: Item: Small Bronze Car, Price: 68.88, Cashback: 6%, Link: http://lockman.test/malcom_krajcik, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.810069 #24908]  INFO -- : Added item: Item: Small Bronze Car, Price: 68.88, Cashback: 6%, Link: http://lockman.test/malcom_krajcik, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.811098 #24908]  INFO -- : Initialized Item: Item: Awesome Wool Pants, Price: 28.62, Cashback: 4%, Link: http://zulauf.test/franklin, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.811256 #24908]  INFO -- : Generated fake Item: Item: Awesome Wool Pants, Price: 28.62, Cashback: 4%, Link: http://zulauf.test/franklin, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.811306 #24908]  INFO -- : Added item: Item: Awesome Wool Pants, Price: 28.62, Cashback: 4%, Link: http://zulauf.test/franklin, Image: https://loremflickr.com/50/60
I, [2024-11-07T23:06:06.812148 #24908]  INFO -- : Generated 5 test items
I, [2024-11-07T23:06:06.826570 #24908]  INFO -- : Saved items to text file: items.txt
I, [2024-11-07T23:06:06.827044 #24908]  INFO -- : Saved items to JSON file: items.json
I, [2024-11-07T23:06:06.827622 #24908]  INFO -- : Saved items to CSV file: items.csv
I, [2024-11-07T23:06:06.828952 #24908]  INFO -- : Saved item to YAML file: yml_items/aerodynamic_cotton_lamp.yml
I, [2024-11-07T23:06:06.829664 #24908]  INFO -- : Saved item to YAML file: yml_items/heavy_duty_granite_clock.yml
I, [2024-11-07T23:06:06.837301 #24908]  INFO -- : Saved item to YAML file: yml_items/ergonomic_silk_car.yml
I, [2024-11-07T23:06:06.838489 #24908]  INFO -- : Saved item to YAML file: yml_items/small_bronze_car.yml
I, [2024-11-07T23:06:06.839219 #24908]  INFO -- : Saved item to YAML file: yml_items/awesome_wool_pants.yml
I, [2024-11-07T23:06:06.839321 #24908]  INFO -- : Initialized Item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:06:06.839380 #24908]  INFO -- : Added item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:06:06.843828 #24908]  INFO -- : Removed item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-07T23:06:06.845581 #24908]  INFO -- : Deleted all items from the collection
I, [2024-11-08T00:38:08.678452 #28728]  INFO -- : Products saved to data.json
I, [2024-11-08T00:38:09.825585 #28728]  INFO -- : Initialized Item: Item: Heavy Duty Steel Bench, Price: 52.44, Cashback: 3%, Link: http://feil.test/cassondra_ohara, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.826198 #28728]  INFO -- : Generated fake Item: Item: Heavy Duty Steel Bench, Price: 52.44, Cashback: 3%, Link: http://feil.test/cassondra_ohara, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.830408 #28728]  INFO -- : Initialized Cart with empty items collection
I, [2024-11-08T00:38:09.830994 #28728]  INFO -- : Initialized Item: Item: Sleek Marble Pants, Price: 38.97, Cashback: 4%, Link: http://olson.test/eufemia_mraz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.831061 #28728]  INFO -- : Generated fake Item: Item: Sleek Marble Pants, Price: 38.97, Cashback: 4%, Link: http://olson.test/eufemia_mraz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.831121 #28728]  INFO -- : Added item: Item: Sleek Marble Pants, Price: 38.97, Cashback: 4%, Link: http://olson.test/eufemia_mraz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.831529 #28728]  INFO -- : Initialized Item: Item: Synergistic Rubber Clock, Price: 67.17, Cashback: 6%, Link: http://schinner-bogan.example/yoshiko, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.831606 #28728]  INFO -- : Generated fake Item: Item: Synergistic Rubber Clock, Price: 67.17, Cashback: 6%, Link: http://schinner-bogan.example/yoshiko, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.831661 #28728]  INFO -- : Added item: Item: Synergistic Rubber Clock, Price: 67.17, Cashback: 6%, Link: http://schinner-bogan.example/yoshiko, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.832382 #28728]  INFO -- : Initialized Item: Item: Durable Bronze Computer, Price: 36.29, Cashback: 1%, Link: http://sawayn-ward.example/kimiko_grady, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.832543 #28728]  INFO -- : Generated fake Item: Item: Durable Bronze Computer, Price: 36.29, Cashback: 1%, Link: http://sawayn-ward.example/kimiko_grady, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.834917 #28728]  INFO -- : Added item: Item: Durable Bronze Computer, Price: 36.29, Cashback: 1%, Link: http://sawayn-ward.example/kimiko_grady, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.838471 #28728]  INFO -- : Initialized Item: Item: Lightweight Paper Coat, Price: 49.41, Cashback: 8%, Link: http://schumm.test/wm_hintz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.840857 #28728]  INFO -- : Generated fake Item: Item: Lightweight Paper Coat, Price: 49.41, Cashback: 8%, Link: http://schumm.test/wm_hintz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.840943 #28728]  INFO -- : Added item: Item: Lightweight Paper Coat, Price: 49.41, Cashback: 8%, Link: http://schumm.test/wm_hintz, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.841466 #28728]  INFO -- : Initialized Item: Item: Mediocre Silk Keyboard, Price: 68.09, Cashback: 10%, Link: http://turner.example/adelia_christiansen, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.841702 #28728]  INFO -- : Generated fake Item: Item: Mediocre Silk Keyboard, Price: 68.09, Cashback: 10%, Link: http://turner.example/adelia_christiansen, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.841783 #28728]  INFO -- : Added item: Item: Mediocre Silk Keyboard, Price: 68.09, Cashback: 10%, Link: http://turner.example/adelia_christiansen, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:09.841876 #28728]  INFO -- : Generated 5 test items
I, [2024-11-08T00:38:09.855487 #28728]  INFO -- : Saved items to text file: items.txt
I, [2024-11-08T00:38:09.860752 #28728]  INFO -- : Saved items to JSON file: items.json
I, [2024-11-08T00:38:09.861764 #28728]  INFO -- : Saved items to CSV file: items.csv
I, [2024-11-08T00:38:09.882176 #28728]  INFO -- : Saved item to YAML file: yml_items/sleek_marble_pants.yml
I, [2024-11-08T00:38:09.882658 #28728]  INFO -- : Saved item to YAML file: yml_items/synergistic_rubber_clock.yml
I, [2024-11-08T00:38:09.883031 #28728]  INFO -- : Saved item to YAML file: yml_items/durable_bronze_computer.yml
I, [2024-11-08T00:38:09.885172 #28728]  INFO -- : Saved item to YAML file: yml_items/lightweight_paper_coat.yml
I, [2024-11-08T00:38:09.885960 #28728]  INFO -- : Saved item to YAML file: yml_items/mediocre_silk_keyboard.yml
I, [2024-11-08T00:38:09.886292 #28728]  INFO -- : Initialized Item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-08T00:38:09.886373 #28728]  INFO -- : Added item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-08T00:38:09.894844 #28728]  INFO -- : Removed item: Item: New Item, Price: 29.99, Cashback: 0.1, Link: http://example.com/new_item, Image: new_item.jpg
I, [2024-11-08T00:38:09.896158 #28728]  INFO -- : Deleted all items from the collection
I, [2024-11-08T00:38:22.293620 #28728]  INFO -- : Products saved to data.json
I, [2024-11-08T00:38:22.294617 #28728]  INFO -- : Initialized Item: Item: Sleek Granite Chair, Price: 14.02, Cashback: 2%, Link: http://johnson.test/ranee, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.294716 #28728]  INFO -- : Generated fake Item: Item: Sleek Granite Chair, Price: 14.02, Cashback: 2%, Link: http://johnson.test/ranee, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.315010 #28728]  INFO -- : Initialized Cart with empty items collection
I, [2024-11-08T00:38:22.315604 #28728]  INFO -- : Initialized Item: Item: Incredible Bronze Bottle, Price: 65.01, Cashback: 9%, Link: http://schuster-turcotte.example/jonas.moore, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.315691 #28728]  INFO -- : Generated fake Item: Item: Incredible Bronze Bottle, Price: 65.01, Cashback: 9%, Link: http://schuster-turcotte.example/jonas.moore, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.315910 #28728]  INFO -- : Added item: Item: Incredible Bronze Bottle, Price: 65.01, Cashback: 9%, Link: http://schuster-turcotte.example/jonas.moore, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.316254 #28728]  INFO -- : Initialized Item: Item: Mediocre Leather Bag, Price: 31.77, Cashback: 2%, Link: http://donnelly.example/desiree, Image: https://loremflickr.com/50/60
I, [2024-11-08T00:38:22.316364 #28728]  INFO -- : Generated fake Item: Item: Mediocre Leather Bag, Price: 31.77, Cashback: 2%, Link: http://donnelly.example/desiree, Image: https://loremflickr.com/50/60
